img_path,label
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\461_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\KWLU2092448_130603_02.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU6576770_131004_03.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\510_selected_image.jpg,7
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1155_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\356_selected_image.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\167_selected_image.jpg",4
"dataset\CARRIER3_Panel aging, rust or breach\68_selected_image.jpg",2
dataset\CARRIER4_Placards removal\1386_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\1469_selected_image.jpg,7
dataset\SHIPPER2_Panel or Sidewall protrusion\1457_selected_image.jpg,5
dataset\CARRIER1_Door Damage\GESU1407931_130520_01.jpg,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2270_selected_image.jpg,6
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2204_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\542_selected_image.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\YMLU2705375_130730_02.jpg",4
dataset\CARRIER1_Door Damage\438_selected_image.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\213_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\644_selected_image.jpg",4
dataset\CARRIER1_Door Damage\GESU 5410044-2-1.jpg,0
dataset\CARRIER2_Panel dents or scratches\998_selected_image.jpg,1
dataset\CARRIER1_Door Damage\137_selected_image.jpg,0
dataset\CARRIER4_Placards removal\586_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\179_selected_image.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\739_selected_image.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3903669_131207_03.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\588_selected_image.jpg,7
dataset\SHIPPER2_Panel or Sidewall protrusion\605_selected_image.jpg,5
"dataset\CARRIER3_Panel aging, rust or breach\1213_selected_image.jpg",2
dataset\CARRIER2_Panel dents or scratches\KWLU5092204_130930_07.jpg,1
dataset\CARRIER4_Placards removal\1372_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\1380_selected_image.jpg,1
dataset\CARRIER2_Panel dents or scratches\1309_selected_image.jpg,1
dataset\SHIPPER2_Panel or Sidewall protrusion\1794_selected_image.jpg,5
dataset\CARRIER4_Placards removal\2357_selected_image.jpg,3
dataset\CARRIER4_Placards removal\98_selected_image.jpg,3
dataset\CARRIER1_Door Damage\712_selected_image.jpg,0
dataset\CARRIER2_Panel dents or scratches\KWLU4070582-4.jpg,1
dataset\CARRIER1_Door Damage\UESU5093468_140318_02.jpg,0
dataset\CARRIER4_Placards removal\1559_selected_image.jpg,3
dataset\CARRIER1_Door Damage\202_selected_image.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\327_selected_image.jpg,5
dataset\CARRIER4_Placards removal\1720_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\327_selected_image.jpg,1
dataset\CARRIER1_Door Damage\218_selected_image.jpg,0
dataset\CARRIER2_Panel dents or scratches\GESU3902641_130520_02.jpg,1
dataset\CARRIER1_Door Damage\WFHU1351020- (2).JPG,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2102_selected_image.jpg,6
dataset\SHIPPER2_Panel or Sidewall protrusion\1635_selected_image.jpg,5
dataset\CARRIER1_Door Damage\WFHU 1349681-1.JPG,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\637_selected_image.jpg,6
dataset\CARRIER4_Placards removal\719_selected_image.jpg,3
dataset\SHIPPER2_Panel or Sidewall protrusion\1937_selected_image.jpg,5
dataset\CARRIER1_Door Damage\89_selected_image.jpg,0
dataset\CARRIER1_Door Damage\KWLU6541254_130716_01.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\632_selected_image.jpg,5
"dataset\CARRIER3_Panel aging, rust or breach\763_selected_image.jpg",2
dataset\CARRIER1_Door Damage\212_selected_image.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU 5120498-1-1.JPG",4
dataset\CARRIER2_Panel dents or scratches\GESU5115898_140606_05.jpg,1
dataset\CARRIER1_Door Damage\KWLU2070330_140227_05.jpg,0
dataset\CARRIER2_Panel dents or scratches\KWLU5130520-5.jpg,1
dataset\SHIPPER4_Panel or Sidewalls dirts\1753_selected_image.jpg,7
dataset\CARRIER4_Placards removal\638_selected_image.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\1110_selected_image.jpg",4
dataset\CARRIER4_Placards removal\152_selected_image.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\XINU8200557-D.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\822_selected_image.jpg,6
dataset\CARRIER4_Placards removal\76_selected_image.jpg,3
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\GESU6908284_140902_05_9W-1_11zon.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\2128_selected_image.jpg",2
dataset\SHIPPER2_Panel or Sidewall protrusion\2121_selected_image.jpg,5
dataset\CARRIER4_Placards removal\358_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\714_selected_image.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\893_selected_image.jpg",4
dataset\CARRIER4_Placards removal\978_selected_image.jpg,3
"dataset\CARRIER3_Panel aging, rust or breach\760_selected_image.jpg",2
dataset\SHIPPER4_Panel or Sidewalls dirts\25_selected_image.jpg,7
dataset\CARRIER1_Door Damage\673_selected_image.jpg,0
dataset\CARRIER4_Placards removal\103_selected_image.jpg,3
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\405_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\1886_selected_image.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2970712_130502_01.jpg",4
dataset\CARRIER1_Door Damage\WFHU1350553- (1).JPG,0
dataset\CARRIER1_Door Damage\GESU3903720_130824_03.jpg,0
dataset\CARRIER4_Placards removal\1055_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\2286_selected_image.jpg,7
dataset\SHIPPER4_Panel or Sidewalls dirts\1587_selected_image.jpg,7
dataset\CARRIER1_Door Damage\151_selected_image.jpg,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2184_selected_image.jpg,6
dataset\SHIPPER2_Panel or Sidewall protrusion\183_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\2152589Y2.JPG",4
dataset\CARRIER1_Door Damage\WFHU1351380-3.jpg,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1743_selected_image.jpg,6
dataset\CARRIER4_Placards removal\937_selected_image.jpg,3
dataset\CARRIER4_Placards removal\217_selected_image.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\1065_selected_image.jpg",4
dataset\SHIPPER2_Panel or Sidewall protrusion\2051_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\306_selected_image.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\CRXU1613900_131224_02.jpg",4
dataset\CARRIER4_Placards removal\778_selected_image.jpg,3
dataset\CARRIER4_Placards removal\311_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\692_selected_image.jpg,7
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1938_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\541_selected_image.jpg",2
"dataset\CARRIER3_Panel aging, rust or breach\517_selected_image.jpg",2
dataset\CARRIER4_Placards removal\1948_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\1523_selected_image.jpg,7
dataset\SHIPPER4_Panel or Sidewalls dirts\367_selected_image.jpg,7
dataset\SHIPPER2_Panel or Sidewall protrusion\1990_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1456_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\358_selected_image.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2121910_140617_03.jpg",4
dataset\CARRIER2_Panel dents or scratches\TTNU1613258_131223_02.jpg,1
dataset\CARRIER4_Placards removal\977_selected_image.jpg,3
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\554_selected_image.jpg,6
dataset\CARRIER1_Door Damage\GESU3514693-B.jpg,0
dataset\CARRIER2_Panel dents or scratches\92_selected_image.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\524_selected_image.jpg",2
dataset\CARRIER2_Panel dents or scratches\1107_selected_image.jpg,1
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\37_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\1292_selected_image.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2070768_130625_03.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1286_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\WFHU5137736_131203_03.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\237_selected_image.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\1174_selected_image.jpg",4
"dataset\CARRIER3_Panel aging, rust or breach\TGHU6256105-2.jpg",2
dataset\SHIPPER4_Panel or Sidewalls dirts\410_selected_image.jpg,7
dataset\CARRIER1_Door Damage\KWLU5132729-2.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\435_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\739_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\624_selected_image.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\398_selected_image.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\1570_selected_image.jpg,7
"dataset\CARRIER3_Panel aging, rust or breach\1896_selected_image.jpg",2
dataset\SHIPPER4_Panel or Sidewalls dirts\1475_selected_image.jpg,7
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU1406534_130708_01.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\1965_selected_image.jpg,7
dataset\CARRIER2_Panel dents or scratches\1240_selected_image.jpg,1
dataset\CARRIER2_Panel dents or scratches\TEMU2422778_131224_06.jpg,1
dataset\CARRIER4_Placards removal\1542_selected_image.jpg,3
dataset\SHIPPER2_Panel or Sidewall protrusion\684_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\927_selected_image.jpg",4
dataset\SHIPPER2_Panel or Sidewall protrusion\1468_selected_image.jpg,5
dataset\CARRIER4_Placards removal\622_selected_image.jpg,3
"dataset\CARRIER3_Panel aging, rust or breach\71_selected_image.jpg",2
dataset\SHIPPER2_Panel or Sidewall protrusion\379_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\824_selected_image.jpg,6
dataset\SHIPPER4_Panel or Sidewalls dirts\877_selected_image.jpg,7
dataset\SHIPPER4_Panel or Sidewalls dirts\363_selected_image.jpg,7
dataset\CARRIER1_Door Damage\KWLU3130183_131129_02.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\317_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1919_selected_image.jpg,6
dataset\CARRIER4_Placards removal\988_selected_image.jpg,3
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\941_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\1825_selected_image.jpg",2
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\509_selected_image.jpg,6
dataset\SHIPPER2_Panel or Sidewall protrusion\1881_selected_image.jpg,5
dataset\CARRIER2_Panel dents or scratches\202_selected_image.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\817_selected_image.jpg",2
dataset\CARRIER2_Panel dents or scratches\WFHU5133427_131118_03.jpg,1
dataset\SHIPPER2_Panel or Sidewall protrusion\1867_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1922_selected_image.jpg,6
"dataset\SHIPPER1_Floor stains, contamination or cracks\93_selected_image.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\2285_selected_image.jpg,7
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2239_selected_image.jpg,6
dataset\SHIPPER4_Panel or Sidewalls dirts\1175_selected_image.jpg,7
dataset\SHIPPER2_Panel or Sidewall protrusion\1698_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\593_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5120040_140531_04.jpg",4
dataset\CARRIER2_Panel dents or scratches\1006_selected_image.jpg,1
dataset\CARRIER2_Panel dents or scratches\KWLU2120112_130520_01.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\44.jpg",2
"dataset\CARRIER3_Panel aging, rust or breach\1895_selected_image.jpg",2
dataset\CARRIER4_Placards removal\446_selected_image.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\383_selected_image.jpg",4
dataset\SHIPPER2_Panel or Sidewall protrusion\1333_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\919_selected_image.jpg,5
dataset\CARRIER4_Placards removal\2249_selected_image.jpg,3
dataset\CARRIER1_Door Damage\323_selected_image.jpg,0
"dataset\CARRIER3_Panel aging, rust or breach\FSCU4256345-3.jpg",2
dataset\CARRIER4_Placards removal\1285_selected_image.jpg,3
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2081_selected_image.jpg,6
dataset\SHIPPER2_Panel or Sidewall protrusion\WFHU4083147_130930_05.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2172_selected_image.jpg,6
dataset\CARRIER1_Door Damage\TEMU2421365_140618_06.jpg,0
dataset\CARRIER1_Door Damage\GESU3902791_130611_02.jpg,0
"dataset\CARRIER3_Panel aging, rust or breach\2223_selected_image.jpg",2
dataset\CARRIER4_Placards removal\2281_selected_image.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\1087_selected_image.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\336_selected_image.jpg,7
"dataset\CARRIER3_Panel aging, rust or breach\492_selected_image.jpg",2
dataset\CARRIER4_Placards removal\1195_selected_image.jpg,3
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\85838_0 (2).jpg,6
dataset\CARRIER4_Placards removal\787_selected_image.jpg,3
dataset\CARRIER4_Placards removal\626_selected_image.jpg,3
dataset\SHIPPER2_Panel or Sidewall protrusion\895_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\KWLU2090466_130603_03.jpg,5
dataset\CARRIER1_Door Damage\KWLU2092324_140219_02.jpg,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\569_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\1122_selected_image.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\690_selected_image.jpg",4
dataset\CARRIER2_Panel dents or scratches\627_selected_image.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\752_selected_image.jpg",2
dataset\CARRIER2_Panel dents or scratches\787_selected_image.jpg,1
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1478_selected_image.jpg,6
dataset\SHIPPER2_Panel or Sidewall protrusion\2005_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\1703_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\513_selected_image.jpg",4
"dataset\CARRIER3_Panel aging, rust or breach\1451_selected_image.jpg",2
dataset\SHIPPER2_Panel or Sidewall protrusion\2177_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\869_selected_image.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\156_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\1134_selected_image.jpg,1
dataset\CARRIER4_Placards removal\1293_selected_image.jpg,3
dataset\SHIPPER2_Panel or Sidewall protrusion\1494_selected_image.jpg,5
dataset\CARRIER4_Placards removal\1169_selected_image.jpg,3
dataset\SHIPPER2_Panel or Sidewall protrusion\842_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\1065_selected_image.jpg,5
dataset\CARRIER4_Placards removal\KWLU2121417_140228_02.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\TEMU2425170_130625_02.jpg",4
dataset\SHIPPER2_Panel or Sidewall protrusion\463_selected_image.jpg,5
"dataset\CARRIER3_Panel aging, rust or breach\2281_selected_image.jpg",2
dataset\SHIPPER4_Panel or Sidewalls dirts\TGHU6267590-3.jpg,7
dataset\SHIPPER4_Panel or Sidewalls dirts\1448_selected_image.jpg,7
"dataset\CARRIER3_Panel aging, rust or breach\844_selected_image.jpg",2
"dataset\CARRIER3_Panel aging, rust or breach\1554_selected_image.jpg",2
dataset\SHIPPER2_Panel or Sidewall protrusion\819_selected_image.jpg,5
dataset\SHIPPER4_Panel or Sidewalls dirts\2323_selected_image.jpg,7
dataset\SHIPPER4_Panel or Sidewalls dirts\1932_selected_image.jpg,7
dataset\SHIPPER4_Panel or Sidewalls dirts\713_selected_image.jpg,7
dataset\CARRIER4_Placards removal\2276_selected_image.jpg,3
dataset\CARRIER1_Door Damage\119_selected_image.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\162_selected_image.jpg,5
dataset\SHIPPER4_Panel or Sidewalls dirts\835_selected_image.jpg,7
dataset\CARRIER4_Placards removal\485_selected_image.jpg,3
"dataset\CARRIER3_Panel aging, rust or breach\GATU0851150_130610_07.jpg",2
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\39_selected_image.jpg,6
dataset\SHIPPER4_Panel or Sidewalls dirts\1578_selected_image.jpg,7
dataset\CARRIER1_Door Damage\253_selected_image.jpg,0
"dataset\CARRIER3_Panel aging, rust or breach\248_selected_image.jpg",2
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\87_selected_image.jpg,6
dataset\CARRIER1_Door Damage\GESU1409600_131220_02.jpg,0
dataset\CARRIER1_Door Damage\KWLU2970728_130930_04.jpg,0
dataset\CARRIER1_Door Damage\769_selected_image.jpg,0
dataset\CARRIER4_Placards removal\265_selected_image.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\872_selected_image.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\633_selected_image.jpg,7
"dataset\SHIPPER1_Floor stains, contamination or cracks\681_selected_image.jpg",4
dataset\CARRIER1_Door Damage\890_selected_image.jpg,0
dataset\CARRIER2_Panel dents or scratches\29_selected_image.jpg,1
dataset\SHIPPER2_Panel or Sidewall protrusion\1858_selected_image.jpg,5
dataset\CARRIER1_Door Damage\KWLU5131276_140604_01.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3905091_140617_02.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\DSCF0031_0.jpg,6
dataset\CARRIER4_Placards removal\1666_selected_image.jpg,3
dataset\CARRIER1_Door Damage\KWLU5130500-3.jpg,0
dataset\CARRIER4_Placards removal\1818_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\227_selected_image.jpg,1
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1731_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\GESU1405369_130610_01.jpg,1
dataset\CARRIER4_Placards removal\524_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\547_selected_image.jpg,1
dataset\SHIPPER2_Panel or Sidewall protrusion\1930_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1060_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\770_selected_image.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\CLHU2452974_130619_01.jpg",4
dataset\CARRIER2_Panel dents or scratches\1181_selected_image.jpg,1
dataset\SHIPPER2_Panel or Sidewall protrusion\1707_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\589_selected_image.jpg,6
dataset\CARRIER1_Door Damage\SCZU7934813+ (2).JPG,0
dataset\CARRIER4_Placards removal\1315_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\1134_selected_image.jpg,7
"dataset\CARRIER3_Panel aging, rust or breach\2118_selected_image.jpg",2
dataset\CARRIER4_Placards removal\619_selected_image.jpg,3
dataset\SHIPPER2_Panel or Sidewall protrusion\1664_selected_image.jpg,5
dataset\CARRIER4_Placards removal\94_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\614_selected_image.jpg,1
dataset\CARRIER1_Door Damage\235_selected_image.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2970693_131118_04.jpg",4
dataset\SHIPPER2_Panel or Sidewall protrusion\1481_selected_image.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\700_selected_image.jpg",4
"dataset\CARRIER3_Panel aging, rust or breach\31_selected_image.jpg",2
dataset\CARRIER4_Placards removal\895_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\795_selected_image.jpg,7
"dataset\SHIPPER1_Floor stains, contamination or cracks\XINU4026149_130910_02.jpg",4
dataset\CARRIER1_Door Damage\KWLU5131548-2.jpg,0
dataset\CARRIER2_Panel dents or scratches\757_selected_image.jpg,1
dataset\CARRIER4_Placards removal\1748_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\636_selected_image.jpg,7
dataset\CARRIER1_Door Damage\WFHU1349824_130812_04.jpg,0
dataset\CARRIER2_Panel dents or scratches\KKTU7291359_130520_05.jpg,1
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\240_selected_image.jpg,6
dataset\CARRIER4_Placards removal\1495_selected_image.jpg,3
dataset\CARRIER2_Panel dents or scratches\984_selected_image.jpg,1
dataset\CARRIER1_Door Damage\800_selected_image.jpg,0
dataset\SHIPPER4_Panel or Sidewalls dirts\1472_selected_image.jpg,7
dataset\CARRIER2_Panel dents or scratches\701_selected_image.jpg,1
dataset\CARRIER1_Door Damage\GESU1408012_130716_01.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\KWLU2120046_130401_01 (2).jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\2202_selected_image.jpg,5
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1350_selected_image.jpg,6
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\281_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\546_selected_image.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\1565_selected_image.jpg",2
dataset\SHIPPER4_Panel or Sidewalls dirts\2102_selected_image.jpg,7
dataset\CARRIER2_Panel dents or scratches\816_selected_image.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\813_selected_image.jpg",2
"dataset\CARRIER3_Panel aging, rust or breach\210_selected_image.jpg",2
"dataset\CARRIER3_Panel aging, rust or breach\1398_selected_image.jpg",2
"dataset\CARRIER3_Panel aging, rust or breach\KWLU9695567-2.jpg",2
dataset\SHIPPER2_Panel or Sidewall protrusion\2161_selected_image.jpg,5
dataset\CARRIER1_Door Damage\TEMU2420707-A.jpg,0
dataset\CARRIER1_Door Damage\KWLU2091380_130401_01.jpg,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1356_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\KWLU5121787_140526_02.jpg,1
dataset\CARRIER1_Door Damage\557_selected_image.jpg,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\951_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\563_selected_image.jpg",2
dataset\CARRIER2_Panel dents or scratches\KWLU5091466_140617_06.jpg,1
dataset\CARRIER4_Placards removal\62_selected_image.jpg,3
dataset\CARRIER1_Door Damage\GESU5762765-2.jpg,0
"dataset\CARRIER3_Panel aging, rust or breach\1179_selected_image.jpg",2
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1854_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\1771_selected_image.jpg",2
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2255_selected_image.jpg,6
dataset\CARRIER4_Placards removal\685_selected_image.jpg,3
dataset\SHIPPER2_Panel or Sidewall protrusion\1111_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\1000_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\2289_selected_image.jpg,5
dataset\SHIPPER2_Panel or Sidewall protrusion\888_selected_image.jpg,5
dataset\CARRIER1_Door Damage\946_selected_image.jpg,0
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\WFHU 1285817-1-2.jpg,6
dataset\CARRIER4_Placards removal\2016_selected_image.jpg,3
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\2125_selected_image.jpg,6
dataset\SHIPPER2_Panel or Sidewall protrusion\104_selected_image.jpg,5
dataset\CARRIER2_Panel dents or scratches\1209_selected_image.jpg,1
dataset\CARRIER2_Panel dents or scratches\KWLU2120832_131224_09.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\1762_selected_image.jpg",2
dataset\CARRIER2_Panel dents or scratches\228_selected_image.jpg,1
dataset\CARRIER2_Panel dents or scratches\GESU3903951_140616_05.jpg,1
"dataset\CARRIER3_Panel aging, rust or breach\1980_selected_image.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\199_selected_image.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\95_selected_image.jpg,7
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1955_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\1322_selected_image.jpg,1
dataset\SHIPPER4_Panel or Sidewalls dirts\1685_selected_image.jpg,7
"dataset\SHIPPER1_Floor stains, contamination or cracks\712_selected_image.jpg",4
"dataset\CARRIER3_Panel aging, rust or breach\1010_selected_image.jpg",2
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1958_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\336_selected_image.jpg,1
dataset\SHIPPER4_Panel or Sidewalls dirts\2098_selected_image.jpg,7
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\TGHU6550906_131004_07.jpg,6
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\1894_selected_image.jpg,6
"dataset\CARRIER3_Panel aging, rust or breach\773_selected_image.jpg",2
dataset\SHIPPER4_Panel or Sidewalls dirts\2065_selected_image.jpg,7
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2092005_130824_01.jpg",4
dataset\CARRIER1_Door Damage\GESU6915597_140623_03.jpg,0
dataset\CARRIER4_Placards removal\424_selected_image.jpg,3
dataset\SHIPPER4_Panel or Sidewalls dirts\460_selected_image.jpg,7
dataset\CARRIER2_Panel dents or scratches\WFHU1350337_140616_03.jpg,1
dataset\SHIPPER4_Panel or Sidewalls dirts\GESU1408012_130716_03.jpg,7
dataset\CARRIER1_Door Damage\GESU6576683_130930_03.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\270_selected_image.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\176_selected_image.jpg,6
dataset\CARRIER2_Panel dents or scratches\455_selected_image.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5092035_140604_03.jpg",4
"dataset\CARRIER3_Panel aging, rust or breach\2215_selected_image.jpg",2
